"size_class","count","min_size_class","max_size_class","mp_size_class","size_width","n_s","db","min_d","max_d","mp"
"(2.25,2.3]",1,2.25,2.3,2.275,0.0499999999999998,0.0179307871615565,"(950,1e+03]",950,1000,975
"(6.8,6.85]",1,6.8,6.85,6.825,0.0499999999999998,0.0179307871615565,"(950,1e+03]",950,1000,975
"(6.95,7]",1,6.95,7,6.975,0.0499999999999998,0.0179307871615565,"(950,1e+03]",950,1000,975
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.64765003913169,"(1e+03,1.1e+03]",1000,1100,1050
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.823825019565844,"(1e+03,1.1e+03]",1000,1100,1050
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.64765003913169,"(1e+03,1.1e+03]",1000,1100,1050
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,2.47147505869753,"(1e+03,1.1e+03]",1000,1100,1050
"(0.304,0.354]",295,0.304,0.354,0.329,0.05,2.43028380771924,"(1e+03,1.1e+03]",1000,1100,1050
"(0.354,0.404]",322,0.354,0.404,0.379,0.05,2.65271656300202,"(1e+03,1.1e+03]",1000,1100,1050
"(0.404,0.454]",175,0.404,0.454,0.429,0.05,1.44169378424023,"(1e+03,1.1e+03]",1000,1100,1050
"(0.454,0.504]",95,0.454,0.504,0.479,0.05,0.782633768587552,"(1e+03,1.1e+03]",1000,1100,1050
"(0.504,0.554]",54,0.504,0.554,0.529,0.05,0.444865510565555,"(1e+03,1.1e+03]",1000,1100,1050
"(0.554,0.604]",11,0.554,0.604,0.579,0.0499999999999999,0.090620752152243,"(1e+03,1.1e+03]",1000,1100,1050
"(0.604,0.654]",21,0.604,0.654,0.629,0.05,0.173003254108827,"(1e+03,1.1e+03]",1000,1100,1050
"(0.654,0.704]",7,0.654,0.704,0.679,0.0499999999999999,0.0576677513696092,"(1e+03,1.1e+03]",1000,1100,1050
"(0.704,0.754]",8,0.704,0.754,0.729,0.05,0.0659060015652675,"(1e+03,1.1e+03]",1000,1100,1050
"(0.754,0.804]",4,0.754,0.804,0.779,0.05,0.0329530007826337,"(1e+03,1.1e+03]",1000,1100,1050
"(0.804,0.854]",1,0.804,0.854,0.829,0.0499999999999999,0.00823825019565845,"(1e+03,1.1e+03]",1000,1100,1050
"(0.854,0.904]",3,0.854,0.904,0.879,0.05,0.0247147505869753,"(1e+03,1.1e+03]",1000,1100,1050
"(0.904,0.954]",3,0.904,0.954,0.929,0.0499999999999999,0.0247147505869754,"(1e+03,1.1e+03]",1000,1100,1050
"(0.954,1]",2,0.954,1,0.977,0.046,0.0179092395557792,"(1e+03,1.1e+03]",1000,1100,1050
"(1,1.05]",2,1,1.05,1.025,0.05,0.0164765003913169,"(1e+03,1.1e+03]",1000,1100,1050
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0164765003913169,"(1e+03,1.1e+03]",1000,1100,1050
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.00823825019565847,"(1e+03,1.1e+03]",1000,1100,1050
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.00823825019565843,"(1e+03,1.1e+03]",1000,1100,1050
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.00823825019565843,"(1e+03,1.1e+03]",1000,1100,1050
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.00823825019565843,"(1e+03,1.1e+03]",1000,1100,1050
"(1.3,1.35]",2,1.3,1.35,1.325,0.05,0.0164765003913169,"(1e+03,1.1e+03]",1000,1100,1050
"(1.35,1.4]",1,1.35,1.4,1.375,0.0499999999999998,0.00823825019565847,"(1e+03,1.1e+03]",1000,1100,1050
"(1.4,1.45]",2,1.4,1.45,1.425,0.05,0.0164765003913169,"(1e+03,1.1e+03]",1000,1100,1050
"(1.5,1.55]",1,1.5,1.55,1.525,0.05,0.00823825019565843,"(1e+03,1.1e+03]",1000,1100,1050
"(1.65,1.7]",1,1.65,1.7,1.675,0.05,0.00823825019565843,"(1e+03,1.1e+03]",1000,1100,1050
"(1.7,1.75]",1,1.7,1.75,1.725,0.05,0.00823825019565843,"(1e+03,1.1e+03]",1000,1100,1050
"(2.2,2.25]",1,2.2,2.25,2.225,0.0499999999999998,0.00823825019565847,"(1e+03,1.1e+03]",1000,1100,1050
"(2.6,2.65]",1,2.6,2.65,2.625,0.0499999999999998,0.00823825019565847,"(1e+03,1.1e+03]",1000,1100,1050
"(2.75,2.8]",1,2.75,2.8,2.775,0.0499999999999998,0.00823825019565847,"(1e+03,1.1e+03]",1000,1100,1050
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.58034056339141,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.790170281695705,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.58034056339141,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,2.37051084508712,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.304,0.354]",291,0.304,0.354,0.329,0.05,2.2993955197345,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.354,0.404]",315,0.354,0.404,0.379,0.05,2.48903638734147,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.404,0.454]",227,0.404,0.454,0.429,0.05,1.79368653944925,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.454,0.504]",105,0.454,0.504,0.479,0.05,0.829678795780491,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.504,0.554]",60,0.504,0.554,0.529,0.05,0.474102169017423,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.554,0.604]",27,0.554,0.604,0.579,0.0499999999999999,0.213345976057841,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.604,0.654]",19,0.604,0.654,0.629,0.05,0.150132353522184,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.654,0.704]",4,0.654,0.704,0.679,0.0499999999999999,0.0316068112678283,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.704,0.754]",6,0.704,0.754,0.729,0.05,0.0474102169017423,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.754,0.804]",2,0.754,0.804,0.779,0.05,0.0158034056339141,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.804,0.854]",6,0.804,0.854,0.829,0.0499999999999999,0.0474102169017424,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.854,0.904]",3,0.854,0.904,0.879,0.05,0.0237051084508711,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.904,0.954]",3,0.904,0.954,0.929,0.0499999999999999,0.0237051084508712,"(1.1e+03,1.2e+03]",1100,1200,1150
"(1,1.05]",1,1,1.05,1.025,0.05,0.00790170281695705,"(1.1e+03,1.2e+03]",1100,1200,1150
"(1.05,1.1]",3,1.05,1.1,1.075,0.05,0.0237051084508711,"(1.1e+03,1.2e+03]",1100,1200,1150
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.00790170281695705,"(1.1e+03,1.2e+03]",1100,1200,1150
"(1.5,1.55]",1,1.5,1.55,1.525,0.05,0.00790170281695705,"(1.1e+03,1.2e+03]",1100,1200,1150
"(1.6,1.65]",1,1.6,1.65,1.625,0.0499999999999998,0.00790170281695708,"(1.1e+03,1.2e+03]",1100,1200,1150
"(1.75,1.8]",1,1.75,1.8,1.775,0.05,0.00790170281695705,"(1.1e+03,1.2e+03]",1100,1200,1150
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.61616161616162,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.808080808080808,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.61616161616162,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,2.42424242424242,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.304,0.354]",295,0.304,0.354,0.329,0.05,2.38383838383838,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.354,0.404]",337,0.354,0.404,0.379,0.05,2.72323232323232,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.404,0.454]",207,0.404,0.454,0.429,0.05,1.67272727272727,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.454,0.504]",107,0.454,0.504,0.479,0.05,0.864646464646465,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.504,0.554]",65,0.504,0.554,0.529,0.05,0.525252525252525,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.554,0.604]",37,0.554,0.604,0.579,0.0499999999999999,0.298989898989899,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.604,0.654]",16,0.604,0.654,0.629,0.05,0.129292929292929,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.654,0.704]",8,0.654,0.704,0.679,0.0499999999999999,0.0646464646464647,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.704,0.754]",10,0.704,0.754,0.729,0.05,0.0808080808080807,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.754,0.804]",6,0.754,0.804,0.779,0.05,0.0484848484848484,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.804,0.854]",5,0.804,0.854,0.829,0.0499999999999999,0.0404040404040405,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.854,0.904]",5,0.854,0.904,0.879,0.05,0.0404040404040404,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.00808080808080809,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.954,1]",4,0.954,1,0.977,0.046,0.0351339481774264,"(1.2e+03,1.3e+03]",1200,1300,1250
"(1,1.05]",2,1,1.05,1.025,0.05,0.0161616161616161,"(1.2e+03,1.3e+03]",1200,1300,1250
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0161616161616161,"(1.2e+03,1.3e+03]",1200,1300,1250
"(1.1,1.15]",4,1.1,1.15,1.125,0.0499999999999998,0.0323232323232324,"(1.2e+03,1.3e+03]",1200,1300,1250
"(1.2,1.25]",2,1.2,1.25,1.225,0.05,0.0161616161616161,"(1.2e+03,1.3e+03]",1200,1300,1250
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.00808080808080807,"(1.2e+03,1.3e+03]",1200,1300,1250
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.00808080808080807,"(1.2e+03,1.3e+03]",1200,1300,1250
"(1.45,1.5]",1,1.45,1.5,1.475,0.05,0.00808080808080807,"(1.2e+03,1.3e+03]",1200,1300,1250
"(1.65,1.7]",1,1.65,1.7,1.675,0.05,0.00808080808080807,"(1.2e+03,1.3e+03]",1200,1300,1250
"(2.1,2.15]",1,2.1,2.15,2.125,0.0499999999999998,0.00808080808080811,"(1.2e+03,1.3e+03]",1200,1300,1250
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.2001200120012,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.6000600060006,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.2001200120012,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,1.8001800180018,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.304,0.354]",296,0.304,0.354,0.329,0.05,1.77617761776178,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.354,0.404]",368,0.354,0.404,0.379,0.05,2.20822082208221,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.404,0.454]",278,0.404,0.454,0.429,0.05,1.66816681668167,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.454,0.504]",168,0.454,0.504,0.479,0.05,1.00810081008101,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.504,0.554]",101,0.504,0.554,0.529,0.05,0.606060606060606,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.554,0.604]",38,0.554,0.604,0.579,0.0499999999999999,0.228022802280228,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.604,0.654]",36,0.604,0.654,0.629,0.05,0.216021602160216,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.654,0.704]",15,0.654,0.704,0.679,0.0499999999999999,0.0900090009000901,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.704,0.754]",9,0.704,0.754,0.729,0.05,0.0540054005400539,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.754,0.804]",7,0.754,0.804,0.779,0.05,0.042004200420042,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.804,0.854]",4,0.804,0.854,0.829,0.0499999999999999,0.024002400240024,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.854,0.904]",6,0.854,0.904,0.879,0.05,0.036003600360036,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.904,0.954]",3,0.904,0.954,0.929,0.0499999999999999,0.018001800180018,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.954,1]",6,0.954,1,0.977,0.046,0.0391343482174304,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1,1.05]",5,1,1.05,1.025,0.05,0.03000300030003,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1.05,1.1]",3,1.05,1.1,1.075,0.05,0.018001800180018,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.00600060006000599,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.00600060006000599,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.00600060006000599,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1.35,1.4]",1,1.35,1.4,1.375,0.0499999999999998,0.00600060006000602,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1.45,1.5]",1,1.45,1.5,1.475,0.05,0.00600060006000599,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1.55,1.6]",1,1.55,1.6,1.575,0.05,0.00600060006000599,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1.8,1.85]",1,1.8,1.85,1.825,0.05,0.00600060006000599,"(1.3e+03,1.4e+03]",1300,1400,1350
"(1.9,1.95]",1,1.9,1.95,1.925,0.05,0.00600060006000599,"(1.3e+03,1.4e+03]",1300,1400,1350
"(2.1,2.15]",1,2.1,2.15,2.125,0.0499999999999998,0.00600060006000602,"(1.3e+03,1.4e+03]",1300,1400,1350
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.25956482035457,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.629782410177284,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.25956482035457,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,1.88934723053185,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.304,0.354]",300,0.304,0.354,0.329,0.05,1.88934723053185,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.354,0.404]",365,0.354,0.404,0.379,0.05,2.29870579714708,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.404,0.454]",263,0.404,0.454,0.429,0.05,1.65632773876626,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.454,0.504]",180,0.454,0.504,0.479,0.05,1.13360833831911,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.504,0.554]",107,0.504,0.554,0.529,0.05,0.673867178889693,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.554,0.604]",45,0.554,0.604,0.579,0.0499999999999999,0.283402084579778,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.604,0.654]",26,0.604,0.654,0.629,0.05,0.163743426646094,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.654,0.704]",10,0.654,0.704,0.679,0.0499999999999999,0.0629782410177285,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.704,0.754]",9,0.704,0.754,0.729,0.05,0.0566804169159555,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.754,0.804]",4,0.754,0.804,0.779,0.05,0.0251912964070913,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.804,0.854]",5,0.804,0.854,0.829,0.0499999999999999,0.0314891205088642,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.854,0.904]",4,0.854,0.904,0.879,0.05,0.0251912964070913,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.904,0.954]",2,0.904,0.954,0.929,0.0499999999999999,0.0125956482035457,"(1.4e+03,1.5e+03]",1400,1500,1450
"(1,1.05]",2,1,1.05,1.025,0.05,0.0125956482035457,"(1.4e+03,1.5e+03]",1400,1500,1450
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0125956482035457,"(1.4e+03,1.5e+03]",1400,1500,1450
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.00629782410177286,"(1.4e+03,1.5e+03]",1400,1500,1450
"(1.2,1.25]",2,1.2,1.25,1.225,0.05,0.0125956482035457,"(1.4e+03,1.5e+03]",1400,1500,1450
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.00629782410177283,"(1.4e+03,1.5e+03]",1400,1500,1450
"(1.8,1.85]",1,1.8,1.85,1.825,0.05,0.00629782410177283,"(1.4e+03,1.5e+03]",1400,1500,1450
"(1.85,1.9]",1,1.85,1.9,1.875,0.0499999999999998,0.00629782410177286,"(1.4e+03,1.5e+03]",1400,1500,1450
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.45106290357687,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.725531451788435,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.45106290357687,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,2.17659435536531,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.304,0.354]",299,0.304,0.354,0.329,0.05,2.16933904084742,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.354,0.404]",365,0.354,0.404,0.379,0.05,2.64818979902779,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.404,0.454]",290,0.404,0.454,0.429,0.05,2.10404121018646,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.454,0.504]",194,0.454,0.504,0.479,0.05,1.40753101646956,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.504,0.554]",106,0.504,0.554,0.529,0.05,0.76906333889574,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.554,0.604]",52,0.554,0.604,0.579,0.0499999999999999,0.377276354929987,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.604,0.654]",27,0.604,0.654,0.629,0.05,0.195893491982877,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.654,0.704]",18,0.654,0.704,0.679,0.0499999999999999,0.130595661321918,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.704,0.754]",7,0.704,0.754,0.729,0.05,0.0507872016251904,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.754,0.804]",4,0.754,0.804,0.779,0.05,0.0290212580715374,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.804,0.854]",4,0.804,0.854,0.829,0.0499999999999999,0.0290212580715374,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.854,0.904]",1,0.854,0.904,0.879,0.05,0.00725531451788434,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.00725531451788436,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.954,1]",3,0.954,1,0.977,0.046,0.0236586342974489,"(1.5e+03,1.6e+03]",1500,1600,1550
"(1,1.05]",2,1,1.05,1.025,0.05,0.0145106290357687,"(1.5e+03,1.6e+03]",1500,1600,1550
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.00725531451788434,"(1.5e+03,1.6e+03]",1500,1600,1550
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.00725531451788438,"(1.5e+03,1.6e+03]",1500,1600,1550
"(1.4,1.45]",3,1.4,1.45,1.425,0.05,0.021765943553653,"(1.5e+03,1.6e+03]",1500,1600,1550
"(1.55,1.6]",1,1.55,1.6,1.575,0.05,0.00725531451788434,"(1.5e+03,1.6e+03]",1500,1600,1550
"(1.65,1.7]",1,1.65,1.7,1.675,0.05,0.00725531451788434,"(1.5e+03,1.6e+03]",1500,1600,1550
"(1.85,1.9]",1,1.85,1.9,1.875,0.0499999999999998,0.00725531451788438,"(1.5e+03,1.6e+03]",1500,1600,1550
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.34930005059875,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.674650025299376,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.34930005059875,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,2.02395007589813,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.304,0.354]",298,0.304,0.354,0.329,0.05,2.01045707539214,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.354,0.404]",378,0.354,0.404,0.379,0.05,2.55017709563164,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.404,0.454]",301,0.404,0.454,0.429,0.05,2.03069657615112,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.454,0.504]",204,0.454,0.504,0.479,0.05,1.37628605161073,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.504,0.554]",136,0.504,0.554,0.529,0.05,0.91752403440715,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.554,0.604]",60,0.554,0.604,0.579,0.0499999999999999,0.404790015179626,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.604,0.654]",39,0.604,0.654,0.629,0.05,0.263113509866756,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.654,0.704]",19,0.654,0.704,0.679,0.0499999999999999,0.128183504806882,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.704,0.754]",14,0.704,0.754,0.729,0.05,0.0944510035419125,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.754,0.804]",9,0.754,0.804,0.779,0.05,0.0607185022769438,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.804,0.854]",6,0.804,0.854,0.829,0.0499999999999999,0.0404790015179626,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.0134930005059875,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.00674650025299377,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.954,1]",1,0.954,1,0.977,0.046,0.00733315244890625,"(1.6e+03,1.7e+03]",1600,1700,1650
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.00674650025299375,"(1.6e+03,1.7e+03]",1600,1700,1650
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.00674650025299378,"(1.6e+03,1.7e+03]",1600,1700,1650
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.00674650025299375,"(1.6e+03,1.7e+03]",1600,1700,1650
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.00674650025299375,"(1.6e+03,1.7e+03]",1600,1700,1650
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.00674650025299375,"(1.6e+03,1.7e+03]",1600,1700,1650
"(1.65,1.7]",1,1.65,1.7,1.675,0.05,0.00674650025299375,"(1.6e+03,1.7e+03]",1600,1700,1650
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.42212109361112,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.711060546805561,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.42212109361112,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,2.13318164041668,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.304,0.354]",297,0.304,0.354,0.329,0.05,2.11184982401251,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.354,0.404]",371,0.354,0.404,0.379,0.05,2.63803462864863,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.404,0.454]",297,0.404,0.454,0.429,0.05,2.11184982401251,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.454,0.504]",194,0.454,0.504,0.479,0.05,1.37945746080279,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.504,0.554]",144,0.504,0.554,0.529,0.05,1.02392718740001,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.554,0.604]",77,0.554,0.604,0.579,0.0499999999999999,0.547516621040282,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.604,0.654]",41,0.604,0.654,0.629,0.05,0.291534824190279,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.654,0.704]",23,0.654,0.704,0.679,0.0499999999999999,0.163543925765279,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.704,0.754]",13,0.704,0.754,0.729,0.05,0.0924378710847228,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.754,0.804]",11,0.754,0.804,0.779,0.05,0.0782166601486116,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.804,0.854]",3,0.804,0.854,0.829,0.0499999999999999,0.0213318164041668,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.854,0.904]",3,0.854,0.904,0.879,0.05,0.0213318164041668,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.904,0.954]",4,0.904,0.954,0.929,0.0499999999999999,0.0284424218722225,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.954,1]",1,0.954,1,0.977,0.046,0.00772891898701695,"(1.7e+03,1.8e+03]",1700,1800,1750
"(1,1.05]",2,1,1.05,1.025,0.05,0.0142212109361112,"(1.7e+03,1.8e+03]",1700,1800,1750
"(1.05,1.1]",3,1.05,1.1,1.075,0.05,0.0213318164041668,"(1.7e+03,1.8e+03]",1700,1800,1750
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0071106054680556,"(1.7e+03,1.8e+03]",1700,1800,1750
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.0071106054680556,"(1.7e+03,1.8e+03]",1700,1800,1750
"(1.55,1.6]",1,1.55,1.6,1.575,0.05,0.0071106054680556,"(1.7e+03,1.8e+03]",1700,1800,1750
"(2.25,2.3]",1,2.25,2.3,2.275,0.0499999999999998,0.00711060546805563,"(1.7e+03,1.8e+03]",1700,1800,1750
"(2.7,2.75]",1,2.7,2.75,2.725,0.0499999999999998,0.00711060546805563,"(1.7e+03,1.8e+03]",1700,1800,1750
"(3.25,3.3]",1,3.25,3.3,3.275,0.0499999999999998,0.00711060546805563,"(1.7e+03,1.8e+03]",1700,1800,1750
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.40075640846057,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.700378204230285,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.40075640846057,"(1.8e+03,1.9e+03]",1800,1900,1850
