"size_class","count","min_size_class","max_size_class","mp_size_class","size_width","n_s","db","min_d","max_d","mp"
"(23.1,23.15]",1,23.1,23.15,23.125,0.0499999999999972,0.0115074798619109,"(50,100]",50,100,75
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.03013134174607,"(100,150]",100,150,125
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.515065670873036,"(100,150]",100,150,125
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.03013134174607,"(100,150]",100,150,125
"(0.254,0.304]",149,0.254,0.304,0.279,0.05,1.53489569920165,"(100,150]",100,150,125
"(0.304,0.354]",139,0.304,0.354,0.329,0.05,1.43188256502704,"(100,150]",100,150,125
"(0.354,0.404]",160,0.354,0.404,0.379,0.05,1.64821014679371,"(100,150]",100,150,125
"(0.404,0.454]",109,0.404,0.454,0.429,0.05,1.12284316250322,"(100,150]",100,150,125
"(0.454,0.504]",75,0.454,0.504,0.479,0.05,0.772598506309555,"(100,150]",100,150,125
"(0.504,0.554]",53,0.504,0.554,0.529,0.05,0.545969611125418,"(100,150]",100,150,125
"(0.554,0.604]",32,0.554,0.604,0.579,0.0499999999999999,0.329642029358744,"(100,150]",100,150,125
"(0.604,0.654]",19,0.604,0.654,0.629,0.05,0.195724954931754,"(100,150]",100,150,125
"(0.654,0.704]",16,0.654,0.704,0.679,0.0499999999999999,0.164821014679372,"(100,150]",100,150,125
"(0.704,0.754]",11,0.704,0.754,0.729,0.05,0.113314447592068,"(100,150]",100,150,125
"(0.754,0.804]",7,0.754,0.804,0.779,0.05,0.072109193922225,"(100,150]",100,150,125
"(0.804,0.854]",3,0.804,0.854,0.829,0.0499999999999999,0.0309039402523822,"(100,150]",100,150,125
"(0.854,0.904]",3,0.854,0.904,0.879,0.05,0.0309039402523821,"(100,150]",100,150,125
"(0.904,0.954]",6,0.904,0.954,0.929,0.0499999999999999,0.0618078805047644,"(100,150]",100,150,125
"(0.954,1]",1,0.954,1,0.977,0.046,0.0111970798015877,"(100,150]",100,150,125
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.0103013134174607,"(100,150]",100,150,125
"(1.2,1.25]",2,1.2,1.25,1.225,0.05,0.0206026268349214,"(100,150]",100,150,125
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.0103013134174607,"(100,150]",100,150,125
"(1.85,1.9]",1,1.85,1.9,1.875,0.0499999999999998,0.0103013134174608,"(100,150]",100,150,125
"(2,2.05]",1,2,2.05,2.025,0.0499999999999998,0.0103013134174608,"(100,150]",100,150,125
"(2.25,2.3]",1,2.25,2.3,2.275,0.0499999999999998,0.0103013134174608,"(100,150]",100,150,125
"(2.55,2.6]",1,2.55,2.6,2.575,0.0500000000000003,0.0103013134174607,"(100,150]",100,150,125
"(2.65,2.7]",1,2.65,2.7,2.675,0.0500000000000003,0.0103013134174607,"(100,150]",100,150,125
"(2.75,2.8]",1,2.75,2.8,2.775,0.0499999999999998,0.0103013134174608,"(100,150]",100,150,125
"(3.1,3.15]",2,3.1,3.15,3.125,0.0499999999999998,0.0206026268349215,"(100,150]",100,150,125
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.50636438954583,"(150,200]",150,200,175
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.753182194772916,"(150,200]",150,200,175
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.50636438954583,"(150,200]",150,200,175
"(0.254,0.304]",147,0.254,0.304,0.279,0.05,2.21435565263237,"(150,200]",150,200,175
"(0.304,0.354]",115,0.304,0.354,0.329,0.05,1.73231904797771,"(150,200]",150,200,175
"(0.354,0.404]",99,0.354,0.404,0.379,0.05,1.49130074565037,"(150,200]",150,200,175
"(0.404,0.454]",55,0.404,0.454,0.429,0.05,0.828500414250207,"(150,200]",150,200,175
"(0.454,0.504]",30,0.454,0.504,0.479,0.05,0.451909316863749,"(150,200]",150,200,175
"(0.504,0.554]",20,0.504,0.554,0.529,0.05,0.301272877909166,"(150,200]",150,200,175
"(0.554,0.604]",13,0.554,0.604,0.579,0.0499999999999999,0.195827370640958,"(150,200]",150,200,175
"(0.604,0.654]",9,0.604,0.654,0.629,0.05,0.135572795059125,"(150,200]",150,200,175
"(0.654,0.704]",4,0.654,0.704,0.679,0.0499999999999999,0.0602545755818333,"(150,200]",150,200,175
"(0.754,0.804]",2,0.754,0.804,0.779,0.05,0.0301272877909166,"(150,200]",150,200,175
"(0.804,0.854]",3,0.804,0.854,0.829,0.0499999999999999,0.045190931686375,"(150,200]",150,200,175
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.0150636438954583,"(150,200]",150,200,175
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0301272877909166,"(150,200]",150,200,175
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.0150636438954584,"(150,200]",150,200,175
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0150636438954583,"(150,200]",150,200,175
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0150636438954583,"(150,200]",150,200,175
"(1.35,1.4]",2,1.35,1.4,1.375,0.0499999999999998,0.0301272877909167,"(150,200]",150,200,175
"(1.4,1.45]",2,1.4,1.45,1.425,0.05,0.0301272877909166,"(150,200]",150,200,175
"(1.9,1.95]",1,1.9,1.95,1.925,0.05,0.0150636438954583,"(150,200]",150,200,175
"(1.95,2]",1,1.95,2,1.975,0.05,0.0150636438954583,"(150,200]",150,200,175
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.35786543553534,"(200,250]",200,250,225
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.678932717767669,"(200,250]",200,250,225
"(0.204,0.254]",99,0.204,0.254,0.229,0.05,1.34428678117998,"(200,250]",200,250,225
"(0.254,0.304]",146,0.254,0.304,0.279,0.05,1.98248353588159,"(200,250]",200,250,225
"(0.304,0.354]",114,0.304,0.354,0.329,0.05,1.54796659651029,"(200,250]",200,250,225
"(0.354,0.404]",100,0.354,0.404,0.379,0.05,1.35786543553534,"(200,250]",200,250,225
"(0.404,0.454]",68,0.404,0.454,0.429,0.05,0.92334849616403,"(200,250]",200,250,225
"(0.454,0.504]",19,0.454,0.504,0.479,0.05,0.257994432751714,"(200,250]",200,250,225
"(0.504,0.554]",16,0.504,0.554,0.529,0.05,0.217258469685654,"(200,250]",200,250,225
"(0.554,0.604]",5,0.554,0.604,0.579,0.0499999999999999,0.067893271776767,"(200,250]",200,250,225
"(0.604,0.654]",8,0.604,0.654,0.629,0.05,0.108629234842827,"(200,250]",200,250,225
"(0.654,0.704]",1,0.654,0.704,0.679,0.0499999999999999,0.0135786543553534,"(200,250]",200,250,225
"(0.704,0.754]",4,0.704,0.754,0.729,0.05,0.0543146174214135,"(200,250]",200,250,225
"(0.754,0.804]",3,0.754,0.804,0.779,0.05,0.0407359630660601,"(200,250]",200,250,225
"(0.804,0.854]",1,0.804,0.854,0.829,0.0499999999999999,0.0135786543553534,"(200,250]",200,250,225
"(0.854,0.904]",1,0.854,0.904,0.879,0.05,0.0135786543553534,"(200,250]",200,250,225
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.0135786543553534,"(200,250]",200,250,225
"(1.3,1.35]",1,1.3,1.35,1.325,0.05,0.0135786543553534,"(200,250]",200,250,225
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.29500129500129,"(250,300]",250,300,275
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.647500647500648,"(250,300]",250,300,275
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.29500129500129,"(250,300]",250,300,275
"(0.254,0.304]",146,0.254,0.304,0.279,0.05,1.89070189070189,"(250,300]",250,300,275
"(0.304,0.354]",118,0.304,0.354,0.329,0.05,1.52810152810153,"(250,300]",250,300,275
"(0.354,0.404]",96,0.354,0.404,0.379,0.05,1.24320124320124,"(250,300]",250,300,275
"(0.404,0.454]",45,0.404,0.454,0.429,0.05,0.582750582750583,"(250,300]",250,300,275
"(0.454,0.504]",25,0.454,0.504,0.479,0.05,0.323750323750324,"(250,300]",250,300,275
"(0.504,0.554]",12,0.504,0.554,0.529,0.05,0.155400155400155,"(250,300]",250,300,275
"(0.554,0.604]",13,0.554,0.604,0.579,0.0499999999999999,0.168350168350169,"(250,300]",250,300,275
"(0.604,0.654]",6,0.604,0.654,0.629,0.05,0.0777000777000776,"(250,300]",250,300,275
"(0.654,0.704]",5,0.654,0.704,0.679,0.0499999999999999,0.0647500647500648,"(250,300]",250,300,275
"(0.704,0.754]",2,0.704,0.754,0.729,0.05,0.0259000259000259,"(250,300]",250,300,275
"(0.754,0.804]",3,0.754,0.804,0.779,0.05,0.0388500388500388,"(250,300]",250,300,275
"(0.804,0.854]",3,0.804,0.854,0.829,0.0499999999999999,0.0388500388500389,"(250,300]",250,300,275
"(0.854,0.904]",1,0.854,0.904,0.879,0.05,0.0129500129500129,"(250,300]",250,300,275
"(0.904,0.954]",2,0.904,0.954,0.929,0.0499999999999999,0.0259000259000259,"(250,300]",250,300,275
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0129500129500129,"(250,300]",250,300,275
"(1.3,1.35]",1,1.3,1.35,1.325,0.05,0.0129500129500129,"(250,300]",250,300,275
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.20729204394543,"(300,350]",300,350,325
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.603646021972715,"(300,350]",300,350,325
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.20729204394543,"(300,350]",300,350,325
"(0.254,0.304]",147,0.254,0.304,0.279,0.05,1.77471930459978,"(300,350]",300,350,325
"(0.304,0.354]",122,0.304,0.354,0.329,0.05,1.47289629361343,"(300,350]",300,350,325
"(0.354,0.404]",98,0.354,0.404,0.379,0.05,1.18314620306652,"(300,350]",300,350,325
"(0.404,0.454]",60,0.404,0.454,0.429,0.05,0.724375226367258,"(300,350]",300,350,325
"(0.454,0.504]",34,0.454,0.504,0.479,0.05,0.410479294941446,"(300,350]",300,350,325
"(0.504,0.554]",26,0.504,0.554,0.529,0.05,0.313895931425812,"(300,350]",300,350,325
"(0.554,0.604]",14,0.554,0.604,0.579,0.0499999999999999,0.16902088615236,"(300,350]",300,350,325
"(0.604,0.654]",14,0.604,0.654,0.629,0.05,0.16902088615236,"(300,350]",300,350,325
"(0.654,0.704]",5,0.654,0.704,0.679,0.0499999999999999,0.0603646021972716,"(300,350]",300,350,325
"(0.704,0.754]",9,0.704,0.754,0.729,0.05,0.108656283955089,"(300,350]",300,350,325
"(0.804,0.854]",3,0.804,0.854,0.829,0.0499999999999999,0.036218761318363,"(300,350]",300,350,325
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.0241458408789086,"(300,350]",300,350,325
"(0.904,0.954]",3,0.904,0.954,0.929,0.0499999999999999,0.036218761318363,"(300,350]",300,350,325
"(0.954,1]",3,0.954,1,0.977,0.046,0.0393682188243075,"(300,350]",300,350,325
"(1,1.05]",1,1,1.05,1.025,0.05,0.0120729204394543,"(300,350]",300,350,325
"(4.9,4.95]",1,4.9,4.95,4.925,0.0499999999999998,0.0120729204394543,"(300,350]",300,350,325
"(5.15,5.2]",1,5.15,5.2,5.175,0.0499999999999998,0.0120729204394543,"(300,350]",300,350,325
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.21373953149654,"(350,400]",350,400,375
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.60686976574827,"(350,400]",350,400,375
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.21373953149654,"(350,400]",350,400,375
"(0.254,0.304]",147,0.254,0.304,0.279,0.05,1.78419711129992,"(350,400]",350,400,375
"(0.304,0.354]",127,0.304,0.354,0.329,0.05,1.54144920500061,"(350,400]",350,400,375
"(0.354,0.404]",110,0.354,0.404,0.379,0.05,1.33511348464619,"(350,400]",350,400,375
"(0.404,0.454]",66,0.404,0.454,0.429,0.05,0.801068090787717,"(350,400]",350,400,375
"(0.454,0.504]",41,0.454,0.504,0.479,0.05,0.497633207913582,"(350,400]",350,400,375
"(0.504,0.554]",22,0.504,0.554,0.529,0.05,0.267022696929239,"(350,400]",350,400,375
"(0.554,0.604]",17,0.554,0.604,0.579,0.0499999999999999,0.206335720354412,"(350,400]",350,400,375
"(0.604,0.654]",18,0.604,0.654,0.629,0.05,0.218473115669377,"(350,400]",350,400,375
"(0.654,0.704]",12,0.654,0.704,0.679,0.0499999999999999,0.145648743779585,"(350,400]",350,400,375
"(0.704,0.754]",7,0.704,0.754,0.729,0.05,0.0849617672047578,"(350,400]",350,400,375
"(0.754,0.804]",5,0.754,0.804,0.779,0.05,0.060686976574827,"(350,400]",350,400,375
"(0.804,0.854]",4,0.804,0.854,0.829,0.0499999999999999,0.0485495812598617,"(350,400]",350,400,375
"(0.854,0.904]",1,0.854,0.904,0.879,0.05,0.0121373953149654,"(350,400]",350,400,375
"(0.904,0.954]",4,0.904,0.954,0.929,0.0499999999999999,0.0485495812598617,"(350,400]",350,400,375
"(0.954,1]",2,0.954,1,0.977,0.046,0.0263856419890552,"(350,400]",350,400,375
"(1,1.05]",2,1,1.05,1.025,0.05,0.0242747906299308,"(350,400]",350,400,375
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0242747906299308,"(350,400]",350,400,375
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0121373953149654,"(350,400]",350,400,375
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0121373953149654,"(350,400]",350,400,375
"(1.3,1.35]",1,1.3,1.35,1.325,0.05,0.0121373953149654,"(350,400]",350,400,375
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.22354092744402,"(400,450]",400,450,425
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.611770463722012,"(400,450]",400,450,425
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.22354092744402,"(400,450]",400,450,425
"(0.254,0.304]",148,0.254,0.304,0.279,0.05,1.81084057261715,"(400,450]",400,450,425
"(0.304,0.354]",125,0.304,0.354,0.329,0.05,1.52942615930503,"(400,450]",400,450,425
"(0.354,0.404]",108,0.354,0.404,0.379,0.05,1.32142420163954,"(400,450]",400,450,425
"(0.404,0.454]",70,0.404,0.454,0.429,0.05,0.856478649210816,"(400,450]",400,450,425
"(0.454,0.504]",33,0.454,0.504,0.479,0.05,0.403768506056528,"(400,450]",400,450,425
"(0.504,0.554]",21,0.504,0.554,0.529,0.05,0.256943594763245,"(400,450]",400,450,425
"(0.554,0.604]",12,0.554,0.604,0.579,0.0499999999999999,0.146824911293283,"(400,450]",400,450,425
"(0.604,0.654]",12,0.604,0.654,0.629,0.05,0.146824911293283,"(400,450]",400,450,425
"(0.654,0.704]",9,0.654,0.704,0.679,0.0499999999999999,0.110118683469962,"(400,450]",400,450,425
"(0.704,0.754]",2,0.704,0.754,0.729,0.05,0.0244708185488804,"(400,450]",400,450,425
"(0.754,0.804]",3,0.754,0.804,0.779,0.05,0.0367062278233207,"(400,450]",400,450,425
"(0.804,0.854]",4,0.804,0.854,0.829,0.0499999999999999,0.048941637097761,"(400,450]",400,450,425
"(0.854,0.904]",5,0.854,0.904,0.879,0.05,0.0611770463722011,"(400,450]",400,450,425
"(0.954,1]",2,0.954,1,0.977,0.046,0.0265987158140005,"(400,450]",400,450,425
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.0122354092744403,"(400,450]",400,450,425
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0122354092744402,"(400,450]",400,450,425
"(1.6,1.65]",1,1.6,1.65,1.625,0.0499999999999998,0.0122354092744403,"(400,450]",400,450,425
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.58654608916389,"(450,500]",450,500,475
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.793273044581945,"(450,500]",450,500,475
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.58654608916389,"(450,500]",450,500,475
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.37981913374584,"(450,500]",450,500,475
"(0.304,0.354]",129,0.304,0.354,0.329,0.05,2.04664445502142,"(450,500]",450,500,475
"(0.354,0.404]",116,0.354,0.404,0.379,0.05,1.84039346343011,"(450,500]",450,500,475
"(0.404,0.454]",76,0.404,0.454,0.429,0.05,1.20577502776456,"(450,500]",450,500,475
"(0.454,0.504]",35,0.454,0.504,0.479,0.05,0.555291131207362,"(450,500]",450,500,475
"(0.504,0.554]",27,0.504,0.554,0.529,0.05,0.42836744407425,"(450,500]",450,500,475
"(0.554,0.604]",14,0.554,0.604,0.579,0.0499999999999999,0.222116452482945,"(450,500]",450,500,475
"(0.604,0.654]",8,0.604,0.654,0.629,0.05,0.126923687133111,"(450,500]",450,500,475
"(0.654,0.704]",5,0.654,0.704,0.679,0.0499999999999999,0.0793273044581946,"(450,500]",450,500,475
"(0.704,0.754]",3,0.704,0.754,0.729,0.05,0.0475963826749167,"(450,500]",450,500,475
"(0.754,0.804]",2,0.754,0.804,0.779,0.05,0.0317309217832778,"(450,500]",450,500,475
"(0.804,0.854]",1,0.804,0.854,0.829,0.0499999999999999,0.0158654608916389,"(450,500]",450,500,475
"(0.904,0.954]",2,0.904,0.954,0.929,0.0499999999999999,0.0317309217832778,"(450,500]",450,500,475
"(0.954,1]",3,0.954,1,0.977,0.046,0.051735198559692,"(450,500]",450,500,475
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.0158654608916389,"(450,500]",450,500,475
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.015865460891639,"(450,500]",450,500,475
"(1.35,1.4]",1,1.35,1.4,1.375,0.0499999999999998,0.015865460891639,"(450,500]",450,500,475
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.3014902062862,"(500,550]",500,550,525
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.650745103143099,"(500,550]",500,550,525
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.3014902062862,"(500,550]",500,550,525
"(0.254,0.304]",149,0.254,0.304,0.279,0.05,1.93922040736643,"(500,550]",500,550,525
"(0.304,0.354]",137,0.304,0.354,0.329,0.05,1.78304158261209,"(500,550]",500,550,525
"(0.354,0.404]",137,0.354,0.404,0.379,0.05,1.78304158261209,"(500,550]",500,550,525
"(0.404,0.454]",91,0.404,0.454,0.429,0.05,1.18435608772044,"(500,550]",500,550,525
"(0.454,0.504]",48,0.454,0.504,0.479,0.05,0.624715299017375,"(500,550]",500,550,525
"(0.504,0.554]",38,0.504,0.554,0.529,0.05,0.494566278388755,"(500,550]",500,550,525
"(0.554,0.604]",24,0.554,0.604,0.579,0.0499999999999999,0.312357649508688,"(500,550]",500,550,525
"(0.604,0.654]",23,0.604,0.654,0.629,0.05,0.299342747445825,"(500,550]",500,550,525
"(0.654,0.704]",16,0.654,0.704,0.679,0.0499999999999999,0.208238433005792,"(500,550]",500,550,525
"(0.704,0.754]",13,0.704,0.754,0.729,0.05,0.169193726817206,"(500,550]",500,550,525
"(0.754,0.804]",5,0.754,0.804,0.779,0.05,0.0650745103143098,"(500,550]",500,550,525
"(0.804,0.854]",6,0.804,0.854,0.829,0.0499999999999999,0.078089412377172,"(500,550]",500,550,525
"(0.854,0.904]",5,0.854,0.904,0.879,0.05,0.0650745103143098,"(500,550]",500,550,525
"(0.904,0.954]",7,0.904,0.954,0.929,0.0499999999999999,0.0911043144400339,"(500,550]",500,550,525
"(0.954,1]",1,0.954,1,0.977,0.046,0.0141466326770239,"(500,550]",500,550,525
"(1,1.05]",5,1,1.05,1.025,0.05,0.0650745103143098,"(500,550]",500,550,525
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0260298041257239,"(500,550]",500,550,525
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.013014902062862,"(500,550]",500,550,525
"(1.15,1.2]",2,1.15,1.2,1.175,0.05,0.0260298041257239,"(500,550]",500,550,525
"(1.2,1.25]",2,1.2,1.25,1.225,0.05,0.0260298041257239,"(500,550]",500,550,525
"(1.25,1.3]",3,1.25,1.3,1.275,0.05,0.0390447061885859,"(500,550]",500,550,525
"(1.3,1.35]",4,1.3,1.35,1.325,0.05,0.0520596082514479,"(500,550]",500,550,525
"(1.35,1.4]",1,1.35,1.4,1.375,0.0499999999999998,0.013014902062862,"(500,550]",500,550,525
"(1.4,1.45]",3,1.4,1.45,1.425,0.05,0.0390447061885859,"(500,550]",500,550,525
"(1.45,1.5]",3,1.45,1.5,1.475,0.05,0.0390447061885859,"(500,550]",500,550,525
"(1.5,1.55]",1,1.5,1.55,1.525,0.05,0.013014902062862,"(500,550]",500,550,525
"(1.55,1.6]",1,1.55,1.6,1.575,0.05,0.013014902062862,"(500,550]",500,550,525
