"size_class","count","min_size_class","max_size_class","mp_size_class","size_width","n_s","db","min_d","max_d","mp"
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.0103364514962013,"(500,550]",500,550,525
"(0.104,0.154]",90,0.104,0.154,0.129,0.05,1.19268486615425,"(550,595]",550,595,572.5
"(0.154,0.204]",45,0.154,0.204,0.179,0.05,0.596342433077127,"(550,595]",550,595,572.5
"(0.204,0.254]",90,0.204,0.254,0.229,0.05,1.19268486615425,"(550,595]",550,595,572.5
"(0.254,0.304]",135,0.254,0.304,0.279,0.05,1.78902729923138,"(550,595]",550,595,572.5
"(0.304,0.354]",119,0.304,0.354,0.329,0.05,1.57699443413729,"(550,595]",550,595,572.5
"(0.354,0.404]",104,0.354,0.404,0.379,0.05,1.37821362311158,"(550,595]",550,595,572.5
"(0.404,0.454]",55,0.404,0.454,0.429,0.05,0.728862973760933,"(550,595]",550,595,572.5
"(0.454,0.504]",34,0.454,0.504,0.479,0.05,0.45056983832494,"(550,595]",550,595,572.5
"(0.504,0.554]",24,0.504,0.554,0.529,0.05,0.318049297641134,"(550,595]",550,595,572.5
"(0.554,0.604]",12,0.554,0.604,0.579,0.0499999999999999,0.159024648820567,"(550,595]",550,595,572.5
"(0.604,0.654]",6,0.604,0.654,0.629,0.05,0.0795123244102835,"(550,595]",550,595,572.5
"(0.654,0.704]",5,0.654,0.704,0.679,0.0499999999999999,0.0662602703419031,"(550,595]",550,595,572.5
"(0.704,0.754]",7,0.704,0.754,0.729,0.05,0.0927643784786641,"(550,595]",550,595,572.5
"(0.754,0.804]",2,0.754,0.804,0.779,0.05,0.0265041081367612,"(550,595]",550,595,572.5
"(0.804,0.854]",1,0.804,0.854,0.829,0.0499999999999999,0.0132520540683806,"(550,595]",550,595,572.5
"(0.854,0.904]",1,0.854,0.904,0.879,0.05,0.0132520540683806,"(550,595]",550,595,572.5
"(0.904,0.954]",2,0.904,0.954,0.929,0.0499999999999999,0.0265041081367612,"(550,595]",550,595,572.5
"(1,1.05]",1,1,1.05,1.025,0.05,0.0132520540683806,"(550,595]",550,595,572.5
"(1.35,1.4]",1,1.35,1.4,1.375,0.0499999999999998,0.0132520540683806,"(550,595]",550,595,572.5
"(1.45,1.5]",1,1.45,1.5,1.475,0.05,0.0132520540683806,"(550,595]",550,595,572.5
"(0.104,0.154]",20,0.104,0.154,0.129,0.05,0.855614973262032,"(595,605]",595,605,600
"(0.154,0.204]",10,0.154,0.204,0.179,0.05,0.427807486631016,"(595,605]",595,605,600
"(0.204,0.254]",20,0.204,0.254,0.229,0.05,0.855614973262032,"(595,605]",595,605,600
"(0.254,0.304]",30,0.254,0.304,0.279,0.05,1.28342245989305,"(595,605]",595,605,600
"(0.304,0.354]",28,0.304,0.354,0.329,0.05,1.19786096256685,"(595,605]",595,605,600
"(0.354,0.404]",32,0.354,0.404,0.379,0.05,1.36898395721925,"(595,605]",595,605,600
"(0.404,0.454]",25,0.404,0.454,0.429,0.05,1.06951871657754,"(595,605]",595,605,600
"(0.454,0.504]",12,0.454,0.504,0.479,0.05,0.513368983957219,"(595,605]",595,605,600
"(0.504,0.554]",6,0.504,0.554,0.529,0.05,0.256684491978609,"(595,605]",595,605,600
"(0.554,0.604]",5,0.554,0.604,0.579,0.0499999999999999,0.213903743315508,"(595,605]",595,605,600
"(0.604,0.654]",4,0.604,0.654,0.629,0.05,0.171122994652406,"(595,605]",595,605,600
"(0.654,0.704]",3,0.654,0.704,0.679,0.0499999999999999,0.128342245989305,"(595,605]",595,605,600
"(0.704,0.754]",3,0.704,0.754,0.729,0.05,0.128342245989305,"(595,605]",595,605,600
"(0.754,0.804]",1,0.754,0.804,0.779,0.05,0.0427807486631016,"(595,605]",595,605,600
"(0.804,0.854]",1,0.804,0.854,0.829,0.0499999999999999,0.0427807486631017,"(595,605]",595,605,600
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.0427807486631017,"(595,605]",595,605,600
"(0.954,1]",1,0.954,1,0.977,0.046,0.0465008137642408,"(595,605]",595,605,600
"(1,1.05]",2,1,1.05,1.025,0.05,0.0855614973262031,"(595,605]",595,605,600
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.0427807486631017,"(595,605]",595,605,600
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0427807486631016,"(595,605]",595,605,600
"(0.104,0.154]",2,0.104,0.154,0.129,0.05,0.649350649350649,"(605,650]",605,650,627.5
"(0.154,0.204]",1,0.154,0.204,0.179,0.05,0.324675324675325,"(605,650]",605,650,627.5
"(0.204,0.254]",2,0.204,0.254,0.229,0.05,0.649350649350649,"(605,650]",605,650,627.5
"(0.254,0.304]",3,0.254,0.304,0.279,0.05,0.974025974025974,"(605,650]",605,650,627.5
"(0.304,0.354]",3,0.304,0.354,0.329,0.05,0.974025974025974,"(605,650]",605,650,627.5
"(0.354,0.404]",3,0.354,0.404,0.379,0.05,0.974025974025973,"(605,650]",605,650,627.5
"(0.454,0.504]",1,0.454,0.504,0.479,0.05,0.324675324675325,"(605,650]",605,650,627.5
"(0.554,0.604]",1,0.554,0.604,0.579,0.0499999999999999,0.324675324675325,"(605,650]",605,650,627.5
"(0.704,0.754]",1,0.704,0.754,0.729,0.05,0.324675324675324,"(605,650]",605,650,627.5
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.324675324675326,"(605,650]",605,650,627.5
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.324675324675324,"(605,650]",605,650,627.5
